order,type,orderNumber
Cantina Pinot Bianco,Wine,72419
Mashed Potatoes,Side,72424
Pork Tenderloin,Meat,72424
Cantina Pinot Bianco,Wine,72424
Mashed Potatoes,Side,72426
Pork Tenderloin,Meat,72426
Cantina Pinot Bianco,Wine,72426
Mashed Potatoes,Side,72433
Pork Tenderloin,Meat,72433
Blackstone Merlot,Wine,72433
Mashed Potatoes,Side,72440
Duck,Meat,72440
Duckhorn Chardonnay,Wine,72440
Mashed Potatoes,Side,72446
Roast Chicken,Meat,72446
Blackstone Merlot,Wine,72446
Mashed Potatoes,Side,72448
Duck,Meat,72448
Duckhorn Chardonnay,Wine,72448
Mashed Potatoes,Side,72455
Pork Tenderloin,Meat,72455
Cantina Pinot Bianco,Wine,72455
Caesar Salad,Side,72460
Duck,Meat,72460
Duckhorn Chardonnay,Wine,72460
Caesar Salad,Side,72463
Pork Tenderloin,Meat,72463
Cantina Pinot Bianco,Wine,72463
Caesar Salad,Side,72468
Pork Tenderloin,Meat,72468
Cantina Pinot Bianco,Wine,72468
Caesar Salad,Side,72478
Pork Tenderloin,Meat,72478
Blackstone Merlot,Wine,72478
Caesar Salad,Side,72494
Pork Tenderloin,Meat,72494
Cantina Pinot Bianco,Wine,72494
Caesar Salad,Side,72496
Pork Tenderloin,Meat,72496
Cantina Pinot Bianco,Wine,72496
Caesar Salad,Side,72505
Pork Tenderloin,Meat,72505
Cantina Pinot Bianco,Wine,72505
Caesar Salad,Side,72508
Duck,Meat,72508
Duckhorn Chardonnay,Wine,72508
Caesar Salad,Side,72527
Pork Tenderloin,Meat,72527
Cantina Pinot Bianco,Wine,72527
Caesar Salad,Side,72534
Pork Tenderloin,Meat,72534
Cantina Pinot Bianco,Wine,72534
Caesar Salad,Side,72555
Duck,Meat,72555
Meiomi Pinot Noir,Wine,72555
Roasted Root Veg,Side,72585
Pork Tenderloin,Meat,72585
Cantina Pinot Bianco,Wine,72585
Roasted Root Veg,Side,72603
Pork Tenderloin,Meat,72603
Cantina Pinot Bianco,Wine,72603
Roasted Root Veg,Side,72611
Duck,Meat,72611
Meiomi Pinot Noir,Wine,72611
Roasted Root Veg,Side,72637
Pork Tenderloin,Meat,72637
Cantina Pinot Bianco,Wine,72637
Roasted Root Veg,Side,72653
Pork Tenderloin,Meat,72653
Cantina Pinot Bianco,Wine,72653
Roasted Root Veg,Side,72659
Roast Chicken,Meat,72659
Meiomi Pinot Noir,Wine,72659
Roasted Root Veg,Side,72663
Roast Chicken,Meat,72663
Duckhorn Chardonnay,Wine,72663
Roasted Root Veg,Side,72673
Duck,Meat,72673
Duckhorn Chardonnay,Wine,72673
Roasted Root Veg,Side,72684
Roast Chicken,Meat,72684
Duckhorn Chardonnay,Wine,72684
Roasted Root Veg,Side,72698
Duck,Meat,72698
Blackstone Merlot,Wine,72698
Roasted Root Veg,Side,72701
Pork Tenderloin,Meat,72701
Blackstone Merlot,Wine,72701
Roasted Root Veg,Side,72707
Pork Tenderloin,Meat,72707
Cantina Pinot Bianco,Wine,72707
Roasted Root Veg,Side,72712
Filet Mignon,Meat,72712
Blackstone Merlot,Wine,72712
Roasted Root Veg,Side,72714
Roast Chicken,Meat,72714
Blackstone Merlot,Wine,72714
Roasted Root Veg,Side,72717
Pork Tenderloin,Meat,72717
Cantina Pinot Bianco,Wine,72717
Roasted Root Veg,Side,72722
Roast Chicken,Meat,72722
Meiomi Pinot Noir,Wine,72722
Roasted Root Veg,Side,72724
Roast Chicken,Meat,72724
Duckhorn Chardonnay,Wine,72724
Roasted Root Veg,Side,72726
Roast Chicken,Meat,72726
Blackstone Merlot,Wine,72726
Roasted Root Veg,Side,72745
Roast Chicken,Meat,72745
Duckhorn Chardonnay,Wine,72745
Roasted Root Veg,Side,72753
Pork Tenderloin,Meat,72753
Cantina Pinot Bianco,Wine,72753
Baked Beans,Side,72766
Roast Chicken,Meat,72766
Duckhorn Chardonnay,Wine,72766
Baked Beans,Side,72795
Pork Tenderloin,Meat,72795
Duckhorn Chardonnay,Wine,72795
Baked Beans,Side,72824
Roast Chicken,Meat,72824
Duckhorn Chardonnay,Wine,72824
Baked Beans,Side,72834
Pork Tenderloin,Meat,72834
Cantina Pinot Bianco,Wine,72834
Baked Beans,Side,72836
Roast Chicken,Meat,72836
Duckhorn Chardonnay,Wine,72836
Baked Beans,Side,72843
Pork Tenderloin,Meat,72843
Cantina Pinot Bianco,Wine,72843
Baked Beans,Side,72854
Duck,Meat,72854
Duckhorn Chardonnay,Wine,72854
Risotto,Side,72872
Roast Chicken,Meat,72872
Cantina Pinot Bianco,Wine,72872
Risotto,Side,72889
Pork Tenderloin,Meat,72889
Cantina Pinot Bianco,Wine,72889
Risotto,Side,72903
Roast Chicken,Meat,72903
Duckhorn Chardonnay,Wine,72903
Risotto,Side,72917
Duck,Meat,72917
Duckhorn Chardonnay,Wine,72917
Risotto,Side,72921
Pork Tenderloin,Meat,72921
Cantina Pinot Bianco,Wine,72921
Risotto,Side,72935
Pork Tenderloin,Meat,72935
Cantina Pinot Bianco,Wine,72935
Risotto,Side,72939
Pork Tenderloin,Meat,72939
Cantina Pinot Bianco,Wine,72939
Risotto,Side,72966
Roast Chicken,Meat,72966
Cantina Pinot Bianco,Wine,72966
Steamed Seasonal Veg,Side,72977
Roast Chicken,Meat,72977
Meiomi Pinot Noir,Wine,72977
Steamed Seasonal Veg,Side,72995
Duck,Meat,72995
Meiomi Pinot Noir,Wine,72995
Steamed Seasonal Veg,Side,73043
Duck,Meat,73043
Duckhorn Chardonnay,Wine,73043
Steamed Seasonal Veg,Side,73048
Pork Tenderloin,Meat,73048
Cantina Pinot Bianco,Wine,73048
Steamed Seasonal Veg,Side,73053
Roast Chicken,Meat,73053
Duckhorn Chardonnay,Wine,73053
Steamed Seasonal Veg,Side,73085
Pork Tenderloin,Meat,73085
Cantina Pinot Bianco,Wine,73085
Steamed Seasonal Veg,Side,73087
Roast Chicken,Meat,73087
Duckhorn Chardonnay,Wine,73087
Steamed Seasonal Veg,Side,73091
Pork Tenderloin,Meat,73091
Cantina Pinot Bianco,Wine,73091
Steamed Seasonal Veg,Side,73108
Pork Tenderloin,Meat,73108
Cantina Pinot Bianco,Wine,73108
Steamed Seasonal Veg,Side,73109
Roast Chicken,Meat,73109
Meiomi Pinot Noir,Wine,73109
Steamed Seasonal Veg,Side,73121
Pork Tenderloin,Meat,73121
Duckhorn Chardonnay,Wine,73121
Steamed Seasonal Veg,Side,73122
Pork Tenderloin,Meat,73122
Blackstone Merlot,Wine,73122
Steamed Seasonal Veg,Side,73137
Duck,Meat,73137
Duckhorn Chardonnay,Wine,73137
Steamed Seasonal Veg,Side,73155
Pork Tenderloin,Meat,73155
Cantina Pinot Bianco,Wine,73155
Steamed Seasonal Veg,Side,73158
Filet Mignon,Meat,73158
Blackstone Merlot,Wine,73158
Mashed Potatoes,Side,73180
Pork Tenderloin,Meat,73180
Cantina Pinot Bianco,Wine,73180
Mashed Potatoes,Side,73181
Roast Chicken,Meat,73181
Duckhorn Chardonnay,Wine,73181
Mashed Potatoes,Side,73184
Pork Tenderloin,Meat,73184
Cantina Pinot Bianco,Wine,73184
Mashed Potatoes,Side,73189
Pork Tenderloin,Meat,73189
Cantina Pinot Bianco,Wine,73189
Mashed Potatoes,Side,73202
Pork Tenderloin,Meat,73202
Cantina Pinot Bianco,Wine,73202
Mashed Potatoes,Side,73208
Pork Tenderloin,Meat,73208
Cantina Pinot Bianco,Wine,73208
Mashed Potatoes,Side,73211
Pork Tenderloin,Meat,73211
Cantina Pinot Bianco,Wine,73211
Mashed Potatoes,Side,73213
Roast Chicken,Meat,73213
Cantina Pinot Bianco,Wine,73213
Mashed Potatoes,Side,73219
Roast Chicken,Meat,73219
Duckhorn Chardonnay,Wine,73219
Mashed Potatoes,Side,73232
Pork Tenderloin,Meat,73232
Cantina Pinot Bianco,Wine,73232
Mashed Potatoes,Side,73233
Duck,Meat,73233
Duckhorn Chardonnay,Wine,73233
Mashed Potatoes,Side,73249
Roast Chicken,Meat,73249
Duckhorn Chardonnay,Wine,73249
Caesar Salad,Side,73274
Filet Mignon,Meat,73274
Blackstone Merlot,Wine,73274
Caesar Salad,Side,73285
Pork Tenderloin,Meat,73285
Cantina Pinot Bianco,Wine,73285
Caesar Salad,Side,73295
Pork Tenderloin,Meat,73295
Cantina Pinot Bianco,Wine,73295
Caesar Salad,Side,73296
Roast Chicken,Meat,73296
Meiomi Pinot Noir,Wine,73296
Caesar Salad,Side,73303
Pork Tenderloin,Meat,73303
Cantina Pinot Bianco,Wine,73303
Caesar Salad,Side,73304
Duck,Meat,73304
Duckhorn Chardonnay,Wine,73304
Caesar Salad,Side,73307
Duck,Meat,73307
Duckhorn Chardonnay,Wine,73307
Caesar Salad,Side,73310
Pork Tenderloin,Meat,73310
Cantina Pinot Bianco,Wine,73310
Caesar Salad,Side,73320
Duck,Meat,73320
Duckhorn Chardonnay,Wine,73320
Caesar Salad,Side,73323
Duck,Meat,73323
Duckhorn Chardonnay,Wine,73323
Caesar Salad,Side,73337
Duck,Meat,73337
Cantina Pinot Bianco,Wine,73337
Caesar Salad,Side,73349
Roast Chicken,Meat,73349
Duckhorn Chardonnay,Wine,73349
Caesar Salad,Side,73369
Pork Tenderloin,Meat,73369
Cantina Pinot Bianco,Wine,73369
Roasted Root Veg,Side,73380
Pork Tenderloin,Meat,73380
Cantina Pinot Bianco,Wine,73380
Roasted Root Veg,Side,73392
Pork Tenderloin,Meat,73392
Cantina Pinot Bianco,Wine,73392
Roasted Root Veg,Side,73398
Pork Tenderloin,Meat,73398
Cantina Pinot Bianco,Wine,73398
Roasted Root Veg,Side,73401
Roast Chicken,Meat,73401
Duckhorn Chardonnay,Wine,73401
Roasted Root Veg,Side,73413
Pork Tenderloin,Meat,73413
Cantina Pinot Bianco,Wine,73413
Roasted Root Veg,Side,73422
Roast Chicken,Meat,73422
Duckhorn Chardonnay,Wine,73422
Roasted Root Veg,Side,73437
Roast Chicken,Meat,73437
Duckhorn Chardonnay,Wine,73437
Roasted Root Veg,Side,73438
Pork Tenderloin,Meat,73438
Cantina Pinot Bianco,Wine,73438
Roasted Root Veg,Side,73445
Roast Chicken,Meat,73445
Duckhorn Chardonnay,Wine,73445
Roasted Root Veg,Side,73449
Pork Tenderloin,Meat,73449
Cantina Pinot Bianco,Wine,73449
Roasted Root Veg,Side,73461
Pork Tenderloin,Meat,73461
Cantina Pinot Bianco,Wine,73461
Roasted Root Veg,Side,73471
Pork Tenderloin,Meat,73471
Cantina Pinot Bianco,Wine,73471
Roasted Root Veg,Side,73471
Pork Tenderloin,Meat,73471
Cantina Pinot Bianco,Wine,73471
Roasted Root Veg,Side,73479
Pork Tenderloin,Meat,73479
Cantina Pinot Bianco,Wine,73479
Roasted Root Veg,Side,73480
Pork Tenderloin,Meat,73480
Cantina Pinot Bianco,Wine,73480
Roasted Root Veg,Side,73486
Pork Tenderloin,Meat,73486
Cantina Pinot Bianco,Wine,73486
Roasted Root Veg,Side,73486
Pork Tenderloin,Meat,73486
Cantina Pinot Bianco,Wine,73486
Roasted Root Veg,Side,73513
Pork Tenderloin,Meat,73513
Cantina Pinot Bianco,Wine,73513
Roasted Root Veg,Side,73526
Pork Tenderloin,Meat,73526
Cantina Pinot Bianco,Wine,73526
Roasted Root Veg,Side,73539
Pork Tenderloin,Meat,73539
Cantina Pinot Bianco,Wine,73539
Roasted Root Veg,Side,73544
Roast Chicken,Meat,73544
Cantina Pinot Bianco,Wine,73544
Roasted Root Veg,Side,73549
Pork Tenderloin,Meat,73549
Cantina Pinot Bianco,Wine,73549
Roasted Root Veg,Side,73554
Pork Tenderloin,Meat,73554
Cantina Pinot Bianco,Wine,73554
Baked Beans,Side,73590
Roast Chicken,Meat,73590
Duckhorn Chardonnay,Wine,73590
Baked Beans,Side,73596
Pork Tenderloin,Meat,73596
Cantina Pinot Bianco,Wine,73596
Baked Beans,Side,73636
Pork Tenderloin,Meat,73636
Cantina Pinot Bianco,Wine,73636
Baked Beans,Side,73651
Filet Mignon,Meat,73651
Blackstone Merlot,Wine,73651
Baked Beans,Side,73672
Duck,Meat,73672
Meiomi Pinot Noir,Wine,73672
Risotto,Side,73687
Duck,Meat,73687
Duckhorn Chardonnay,Wine,73687
Risotto,Side,73708
Roast Chicken,Meat,73708
Blackstone Merlot,Wine,73708
Risotto,Side,73713
Pork Tenderloin,Meat,73713
Cantina Pinot Bianco,Wine,73713
Risotto,Side,73714
Pork Tenderloin,Meat,73714
Cantina Pinot Bianco,Wine,73714
Risotto,Side,73716
Duck,Meat,73716
Duckhorn Chardonnay,Wine,73716
Risotto,Side,73722
Duck,Meat,73722
Meiomi Pinot Noir,Wine,73722
Risotto,Side,73731
Pork Tenderloin,Meat,73731
Cantina Pinot Bianco,Wine,73731
Risotto,Side,73750
Duck,Meat,73750
Duckhorn Chardonnay,Wine,73750
Risotto,Side,73766
Pork Tenderloin,Meat,73766
Cantina Pinot Bianco,Wine,73766
Risotto,Side,73768
Pork Tenderloin,Meat,73768
Cantina Pinot Bianco,Wine,73768
Risotto,Side,73774
Duck,Meat,73774
Cantina Pinot Bianco,Wine,73774
Steamed Seasonal Veg,Side,73787
Pork Tenderloin,Meat,73787
Cantina Pinot Bianco,Wine,73787
Steamed Seasonal Veg,Side,73804
Duck,Meat,73804
Cantina Pinot Bianco,Wine,73804
Steamed Seasonal Veg,Side,73826
Pork Tenderloin,Meat,73826
Cantina Pinot Bianco,Wine,73826
Steamed Seasonal Veg,Side,73830
Pork Tenderloin,Meat,73830
Cantina Pinot Bianco,Wine,73830
Steamed Seasonal Veg,Side,73839
Roast Chicken,Meat,73839
Duckhorn Chardonnay,Wine,73839
Steamed Seasonal Veg,Side,73846
Pork Tenderloin,Meat,73846
Cantina Pinot Bianco,Wine,73846
Steamed Seasonal Veg,Side,73847
Roast Chicken,Meat,73847
Duckhorn Chardonnay,Wine,73847
Steamed Seasonal Veg,Side,73847
Pork Tenderloin,Meat,73847
Cantina Pinot Bianco,Wine,73847
Steamed Seasonal Veg,Side,73888
Pork Tenderloin,Meat,73888
Cantina Pinot Bianco,Wine,73888
Steamed Seasonal Veg,Side,73888
Duck,Meat,73888
Cantina Pinot Bianco,Wine,73888
Steamed Seasonal Veg,Side,73942
Pork Tenderloin,Meat,73942
Cantina Pinot Bianco,Wine,73942
Steamed Seasonal Veg,Side,73954
Pork Tenderloin,Meat,73954
Duckhorn Chardonnay,Wine,73954
Steamed Seasonal Veg,Side,73973
Roast Chicken,Meat,73973
Duckhorn Chardonnay,Wine,73973
Steamed Seasonal Veg,Side,73980
Filet Mignon,Meat,73980
Blackstone Merlot,Wine,73980
Mashed Potatoes,Side,73999
Pork Tenderloin,Meat,73999
Cantina Pinot Bianco,Wine,73999
Mashed Potatoes,Side,74003
Pork Tenderloin,Meat,74003
Cantina Pinot Bianco,Wine,74003
Mashed Potatoes,Side,74006
Pork Tenderloin,Meat,74006
Cantina Pinot Bianco,Wine,74006
Mashed Potatoes,Side,74022
Roast Chicken,Meat,74022
Duckhorn Chardonnay,Wine,74022
Mashed Potatoes,Side,74037
Filet Mignon,Meat,74037
Meiomi Pinot Noir,Wine,74037
Mashed Potatoes,Side,74044
Roast Chicken,Meat,74044
Duckhorn Chardonnay,Wine,74044
Mashed Potatoes,Side,74059
Roast Chicken,Meat,74059
Meiomi Pinot Noir,Wine,74059
Mashed Potatoes,Side,74084
Filet Mignon,Meat,74084
Blackstone Merlot,Wine,74084
Caesar Salad,Side,74091
Duck,Meat,74091
Blackstone Merlot,Wine,74091
Caesar Salad,Side,74095
Pork Tenderloin,Meat,74095
Cantina Pinot Bianco,Wine,74095
Caesar Salad,Side,74103
Pork Tenderloin,Meat,74103
Cantina Pinot Bianco,Wine,74103
Caesar Salad,Side,74109
Pork Tenderloin,Meat,74109
Cantina Pinot Bianco,Wine,74109
Caesar Salad,Side,74116
Pork Tenderloin,Meat,74116
Cantina Pinot Bianco,Wine,74116
Caesar Salad,Side,74176
Pork Tenderloin,Meat,74176
Cantina Pinot Bianco,Wine,74176
Roasted Root Veg,Side,74190
Roast Chicken,Meat,74190
Duckhorn Chardonnay,Wine,74190
Roasted Root Veg,Side,74191
Roast Chicken,Meat,74191
Duckhorn Chardonnay,Wine,74191
Roasted Root Veg,Side,74193
Roast Chicken,Meat,74193
Meiomi Pinot Noir,Wine,74193
Roasted Root Veg,Side,74203
Duck,Meat,74203
Duckhorn Chardonnay,Wine,74203
Roasted Root Veg,Side,74218
Pork Tenderloin,Meat,74218
Cantina Pinot Bianco,Wine,74218
Roasted Root Veg,Side,74250
Duck,Meat,74250
Cantina Pinot Bianco,Wine,74250
Roasted Root Veg,Side,74262
Pork Tenderloin,Meat,74262
Cantina Pinot Bianco,Wine,74262
Roasted Root Veg,Side,74264
Roast Chicken,Meat,74264
Duckhorn Chardonnay,Wine,74264
Roasted Root Veg,Side,74292
Pork Tenderloin,Meat,74292
Cantina Pinot Bianco,Wine,74292
Roasted Root Veg,Side,74317
Pork Tenderloin,Meat,74317
Cantina Pinot Bianco,Wine,74317
Roasted Root Veg,Side,74333
Pork Tenderloin,Meat,74333
Cantina Pinot Bianco,Wine,74333
Roasted Root Veg,Side,74341
Roast Chicken,Meat,74341
Duckhorn Chardonnay,Wine,74341
Baked Beans,Side,74391
Pork Tenderloin,Meat,74391
Cantina Pinot Bianco,Wine,74391
Baked Beans,Side,74399
Pork Tenderloin,Meat,74399
Cantina Pinot Bianco,Wine,74399
Baked Beans,Side,74415
Pork Tenderloin,Meat,74415
Cantina Pinot Bianco,Wine,74415
Baked Beans,Side,74427
Pork Tenderloin,Meat,74427
Cantina Pinot Bianco,Wine,74427
Baked Beans,Side,74431
Duck,Meat,74431
Duckhorn Chardonnay,Wine,74431
Baked Beans,Side,74446
Pork Tenderloin,Meat,74446
Cantina Pinot Bianco,Wine,74446
Baked Beans,Side,74450
Pork Tenderloin,Meat,74450
Cantina Pinot Bianco,Wine,74450
Baked Beans,Side,74479
Duck,Meat,74479
Duckhorn Chardonnay,Wine,74479
Risotto,Side,74505
Pork Tenderloin,Meat,74505
Cantina Pinot Bianco,Wine,74505
Risotto,Side,74531
Pork Tenderloin,Meat,74531
Cantina Pinot Bianco,Wine,74531
Risotto,Side,74549
Duck,Meat,74549
Duckhorn Chardonnay,Wine,74549
Risotto,Side,74554
Pork Tenderloin,Meat,74554
Cantina Pinot Bianco,Wine,74554
Risotto,Side,74566
Pork Tenderloin,Meat,74566
Cantina Pinot Bianco,Wine,74566
Risotto,Side,74586
Pork Tenderloin,Meat,74586
Cantina Pinot Bianco,Wine,74586
Steamed Seasonal Veg,Side,74602
Duck,Meat,74602
Duckhorn Chardonnay,Wine,74602
Steamed Seasonal Veg,Side,74630
Pork Tenderloin,Meat,74630
Cantina Pinot Bianco,Wine,74630
Steamed Seasonal Veg,Side,74698
Pork Tenderloin,Meat,74698
Cantina Pinot Bianco,Wine,74698
Steamed Seasonal Veg,Side,74717
Pork Tenderloin,Meat,74717
Cantina Pinot Bianco,Wine,74717
Steamed Seasonal Veg,Side,74726
Pork Tenderloin,Meat,74726
Cantina Pinot Bianco,Wine,74726
Steamed Seasonal Veg,Side,74729
Pork Tenderloin,Meat,74729
Cantina Pinot Bianco,Wine,74729
Steamed Seasonal Veg,Side,74738
Roast Chicken,Meat,74738
Duckhorn Chardonnay,Wine,74738
Steamed Seasonal Veg,Side,74747
Pork Tenderloin,Meat,74747
Cantina Pinot Bianco,Wine,74747
Steamed Seasonal Veg,Side,74754
Roast Chicken,Meat,74754
Blackstone Merlot,Wine,74754
Steamed Seasonal Veg,Side,74759
Roast Chicken,Meat,74759
Duckhorn Chardonnay,Wine,74759
Steamed Seasonal Veg,Side,74761
Pork Tenderloin,Meat,74761
Cantina Pinot Bianco,Wine,74761
Steamed Seasonal Veg,Side,74765
Pork Tenderloin,Meat,74765
Cantina Pinot Bianco,Wine,74765
Steamed Seasonal Veg,Side,74783
Pork Tenderloin,Meat,74783
Cantina Pinot Bianco,Wine,74783
Steamed Seasonal Veg,Side,74796
Pork Tenderloin,Meat,74796
Duckhorn Chardonnay,Wine,74796
Mashed Potatoes,Side,74798
Pork Tenderloin,Meat,74798
Cantina Pinot Bianco,Wine,74798
Mashed Potatoes,Side,74800
Filet Mignon,Meat,74800
Blackstone Merlot,Wine,74800
Mashed Potatoes,Side,74815
Pork Tenderloin,Meat,74815
Duckhorn Chardonnay,Wine,74815
Mashed Potatoes,Side,74828
Pork Tenderloin,Meat,74828
Cantina Pinot Bianco,Wine,74828
Mashed Potatoes,Side,74845
Filet Mignon,Meat,74845
Meiomi Pinot Noir,Wine,74845
Mashed Potatoes,Side,74848
Duck,Meat,74848
Duckhorn Chardonnay,Wine,74848
Mashed Potatoes,Side,74849
Pork Tenderloin,Meat,74849
Cantina Pinot Bianco,Wine,74849
Mashed Potatoes,Side,74851
Filet Mignon,Meat,74851
Blackstone Merlot,Wine,74851
Mashed Potatoes,Side,74863
Roast Chicken,Meat,74863
Duckhorn Chardonnay,Wine,74863
Caesar Salad,Side,74955
Pork Tenderloin,Meat,74955
Cantina Pinot Bianco,Wine,74955
Caesar Salad,Side,74956
Pork Tenderloin,Meat,74956
Cantina Pinot Bianco,Wine,74956
Caesar Salad,Side,74989
Pork Tenderloin,Meat,74989
Cantina Pinot Bianco,Wine,74989
Roasted Root Veg,Side,75000
Duck,Meat,75000
Duckhorn Chardonnay,Wine,75000
Roasted Root Veg,Side,75009
Filet Mignon,Meat,75009
Meiomi Pinot Noir,Wine,75009
Roasted Root Veg,Side,75018
Pork Tenderloin,Meat,75018
Cantina Pinot Bianco,Wine,75018
Roasted Root Veg,Side,75040
Pork Tenderloin,Meat,75040
Cantina Pinot Bianco,Wine,75040
Roasted Root Veg,Side,75053
Duck,Meat,75053
Duckhorn Chardonnay,Wine,75053
Roasted Root Veg,Side,75054
Pork Tenderloin,Meat,75054
Cantina Pinot Bianco,Wine,75054
Roasted Root Veg,Side,75059
Filet Mignon,Meat,75059
Blackstone Merlot,Wine,75059
Roasted Root Veg,Side,75073
Pork Tenderloin,Meat,75073
Cantina Pinot Bianco,Wine,75073
Roasted Root Veg,Side,75085
Pork Tenderloin,Meat,75085
Cantina Pinot Bianco,Wine,75085
Roasted Root Veg,Side,75087
Pork Tenderloin,Meat,75087
Cantina Pinot Bianco,Wine,75087
Roasted Root Veg,Side,75098
Filet Mignon,Meat,75098
Blackstone Merlot,Wine,75098
Roasted Root Veg,Side,75101
Pork Tenderloin,Meat,75101
Cantina Pinot Bianco,Wine,75101
Roasted Root Veg,Side,75138
Pork Tenderloin,Meat,75138
Cantina Pinot Bianco,Wine,75138
Roasted Root Veg,Side,75149
Roast Chicken,Meat,75149
Duckhorn Chardonnay,Wine,75149
Roasted Root Veg,Side,75153
Roast Chicken,Meat,75153
Duckhorn Chardonnay,Wine,75153
Roasted Root Veg,Side,75159
Filet Mignon,Meat,75159
Blackstone Merlot,Wine,75159
Baked Beans,Side,75208
Pork Tenderloin,Meat,75208
Cantina Pinot Bianco,Wine,75208
Baked Beans,Side,75226
Duck,Meat,75226
Duckhorn Chardonnay,Wine,75226
Baked Beans,Side,75233
Pork Tenderloin,Meat,75233
Cantina Pinot Bianco,Wine,75233
Baked Beans,Side,75268
Pork Tenderloin,Meat,75268
Cantina Pinot Bianco,Wine,75268
Baked Beans,Side,75285
Pork Tenderloin,Meat,75285
Cantina Pinot Bianco,Wine,75285
Baked Beans,Side,75296
Pork Tenderloin,Meat,75296
Cantina Pinot Bianco,Wine,75296
Baked Beans,Side,75301
Duck,Meat,75301
Duckhorn Chardonnay,Wine,75301
Risotto,Side,75307
Pork Tenderloin,Meat,75307
Cantina Pinot Bianco,Wine,75307
Risotto,Side,75346
Pork Tenderloin,Meat,75346
Cantina Pinot Bianco,Wine,75346
Risotto,Side,75350
Pork Tenderloin,Meat,75350
Blackstone Merlot,Wine,75350
Risotto,Side,75356
Duck,Meat,75356
Duckhorn Chardonnay,Wine,75356
Risotto,Side,75356
Duck,Meat,75356
Duckhorn Chardonnay,Wine,75356
Risotto,Side,75357
Pork Tenderloin,Meat,75357
Cantina Pinot Bianco,Wine,75357
Risotto,Side,75358
Roast Chicken,Meat,75358
Duckhorn Chardonnay,Wine,75358
Risotto,Side,75368
Pork Tenderloin,Meat,75368
Cantina Pinot Bianco,Wine,75368
Risotto,Side,75375
Pork Tenderloin,Meat,75375
Cantina Pinot Bianco,Wine,75375
Risotto,Side,75389
Pork Tenderloin,Meat,75389
Cantina Pinot Bianco,Wine,75389
Risotto,Side,75390
Duck,Meat,75390
Blackstone Merlot,Wine,75390
Steamed Seasonal Veg,Side,75409
Roast Chicken,Meat,75409
Duckhorn Chardonnay,Wine,75409
Steamed Seasonal Veg,Side,75412
Roast Chicken,Meat,75412
Duckhorn Chardonnay,Wine,75412
Steamed Seasonal Veg,Side,75415
Pork Tenderloin,Meat,75415
Cantina Pinot Bianco,Wine,75415
Steamed Seasonal Veg,Side,75421
Roast Chicken,Meat,75421
Duckhorn Chardonnay,Wine,75421
Steamed Seasonal Veg,Side,75424
Pork Tenderloin,Meat,75424
Cantina Pinot Bianco,Wine,75424
Steamed Seasonal Veg,Side,75431
Roast Chicken,Meat,75431
Meiomi Pinot Noir,Wine,75431
Steamed Seasonal Veg,Side,75449
Pork Tenderloin,Meat,75449
Cantina Pinot Bianco,Wine,75449
Steamed Seasonal Veg,Side,75455
Roast Chicken,Meat,75455
Duckhorn Chardonnay,Wine,75455
Steamed Seasonal Veg,Side,75456
Pork Tenderloin,Meat,75456
Cantina Pinot Bianco,Wine,75456
Steamed Seasonal Veg,Side,75475
Filet Mignon,Meat,75475
Blackstone Merlot,Wine,75475
Steamed Seasonal Veg,Side,75479
Roast Chicken,Meat,75479
Duckhorn Chardonnay,Wine,75479
Steamed Seasonal Veg,Side,75486
Pork Tenderloin,Meat,75486
Cantina Pinot Bianco,Wine,75486
Steamed Seasonal Veg,Side,75493
Pork Tenderloin,Meat,75493
Duckhorn Chardonnay,Wine,75493
Steamed Seasonal Veg,Side,75508
Duck,Meat,75508
Duckhorn Chardonnay,Wine,75508
Steamed Seasonal Veg,Side,75523
Pork Tenderloin,Meat,75523
Cantina Pinot Bianco,Wine,75523
Steamed Seasonal Veg,Side,75524
Pork Tenderloin,Meat,75524
Cantina Pinot Bianco,Wine,75524
Steamed Seasonal Veg,Side,75527
Roast Chicken,Meat,75527
Duckhorn Chardonnay,Wine,75527
Steamed Seasonal Veg,Side,75550
Duck,Meat,75550
Meiomi Pinot Noir,Wine,75550
Steamed Seasonal Veg,Side,75569
Roast Chicken,Meat,75569
Duckhorn Chardonnay,Wine,75569
Steamed Seasonal Veg,Side,75602
Filet Mignon,Meat,75602
Blackstone Merlot,Wine,75602
Mashed Potatoes,Side,75643
Duck,Meat,75643
Duckhorn Chardonnay,Wine,75643
Mashed Potatoes,Side,75645
Pork Tenderloin,Meat,75645
Cantina Pinot Bianco,Wine,75645
Mashed Potatoes,Side,75647
Duck,Meat,75647
Duckhorn Chardonnay,Wine,75647
Mashed Potatoes,Side,75663
Pork Tenderloin,Meat,75663
Cantina Pinot Bianco,Wine,75663
Mashed Potatoes,Side,75664
Pork Tenderloin,Meat,75664
Cantina Pinot Bianco,Wine,75664
Mashed Potatoes,Side,75666
Roast Chicken,Meat,75666
Duckhorn Chardonnay,Wine,75666
Mashed Potatoes,Side,75671
Duck,Meat,75671
Duckhorn Chardonnay,Wine,75671
Mashed Potatoes,Side,75674
Roast Chicken,Meat,75674
Duckhorn Chardonnay,Wine,75674
Mashed Potatoes,Side,75677
Roast Chicken,Meat,75677
Duckhorn Chardonnay,Wine,75677
Mashed Potatoes,Side,75691
Pork Tenderloin,Meat,75691
